,UserName,Area Of Focus
847,cestrada,Hay El Maadi
848,cestrada,Ras Al Hekma
849,cestrada,6 October City
850,cestrada,El Nozha
851,cestrada,Al Agouza
852,cestrada,New Damietta
853,robert29,New Cairo City
854,robert29,Heliopolis - Masr El Gedida
855,robert29,El Nozha
856,simpsoncorey,Hurghada
857,simpsoncorey,Qesm Borg El Arab
858,simpsoncorey,Al Ain Al Sokhna
859,simpsoncorey,Al Alamein
860,leeandrews,Alexandria Compounds
861,leeandrews,Hurghada
862,leeandrews,Hay El Maadi
863,leeandrews,Hay Masr El Kadima
864,leeandrews,Al Alamein
865,tdavis,Sheikh Zayed City
866,grahamkelly,New Capital City
867,grahamkelly,Alexandria Compounds
868,grahamkelly,Al Alamein
869,brian98,6 October City
870,brian98,Shorouk City
871,brian98,Hay Awal El Montazah
872,brian98,Obour City
873,brian98,Qesm Ad Dabaah
874,lisafoster,Garawla
875,lisafoster,Al Agouza
876,lisafoster,Sidi Heneish
877,lisafoster,Marsa Matrouh
878,lisafoster,El Nozha
879,lisafoster,Sheikh Zayed City
880,lisafoster,New Heliopolis
881,ugarcia,New Heliopolis
882,ugarcia,Qesm Marsa Matrouh
883,ugarcia,Obour City
884,ugarcia,Garawla
885,ugarcia,None
886,ugarcia,El Nozha
887,nicholashall,New Heliopolis
888,nicholashall,Hurghada
889,nicholashall,Qesm Ad Dabaah
890,nicholashall,Hay Than El Montazah
891,harristiffany,Shorouk City
892,harristiffany,Sheikh Zayed City
893,harristiffany,Ras Al Hekma
894,cody95,Qesm Marsa Matrouh
895,cody95,Mohandessin
896,cody95,Sidi Abdel Rahman
897,cody95,Al Alamein
898,cody95,New Heliopolis
899,cody95,Nasr City
900,cody95,6 October City
901,cody95,Hurghada
902,jonesdawn,Tanta
903,jonesdawn,Qesm Borg El Arab
904,jonesdawn,Heliopolis - Masr El Gedida
905,jonesdawn,Hay Wasat
906,jonesdawn,Ras Al Hekma
907,jonesdawn,Qesm Marsa Matrouh
908,jonesdawn,El Nozha
909,jonesdawn,Dokki
910,rodriguezjoshua,Marsa Matrouh
911,rodriguezjoshua,Ras Al Hekma
912,rodriguezjoshua,Hay Than El Montazah
913,rodriguezjoshua,Ras Sedr
914,rodriguezjoshua,Mohandessin
915,rodriguezjoshua,New Heliopolis
916,rodriguezjoshua,Sidi Abdel Rahman
917,rodriguezjoshua,Hay Awal El Montazah
918,christopherwilliams,Hay El Maadi
919,christopherwilliams,Hay El Haram
920,christopherwilliams,Alexandria Compounds
921,christopherwilliams,Al Ain Al Sokhna
922,christopherwilliams,El Nozha
923,christopherwilliams,New Cairo City
924,alexbutler,Hay Awal El Montazah
925,alexbutler,Sidi Heneish
926,alexbutler,New Damietta
927,alexbutler,Obour City
928,alexbutler,Hay Than El Montazah
929,alexbutler,Hay Masr El Kadima
930,phillipcurry,Tanta
931,phillipcurry,Al Agouza
932,phillipcurry,New Heliopolis
933,phillipcurry,Garawla
934,paul92,Qesm Borg El Arab
935,paul92,New Heliopolis
936,paul92,Shorouk City
937,paul92,New Capital City
938,juliedunn,Hay Wasat
939,juliedunn,Hadayek El Ahram
940,juliedunn,Hay Masr El Kadima
941,traci81,Shorouk City
942,traci81,Obour City
943,traci81,None
944,traci81,Ras Sedr
945,carlwhite,Tanta
946,carlwhite,Ras Sedr
947,carlwhite,Dokki
948,carlwhite,Ras Al Hekma
949,johngutierrez,Alexandria Compounds
950,johngutierrez,None
951,johngutierrez,El Nozha
952,johngutierrez,Hadayek El Ahram
953,johngutierrez,Qesm Marsa Matrouh
954,dawnmaldonado,Qesm Borg El Arab
955,dawnmaldonado,Ras Sedr
956,mgallagher,Hay El Maadi
957,mgallagher,New Heliopolis
958,dicksonstephanie,Markaz Al Hamam
959,dicksonstephanie,Al Agouza
960,perryshawn,Al Alamein
961,perryshawn,Al Mansoura
962,perryshawn,Hay El Haram
963,perryshawn,Heliopolis - Masr El Gedida
964,perryshawn,Mostakbal City - Future City
965,perryshawn,Badr City
966,perryshawn,New Damietta
967,torrestamara,Al Agouza
968,torrestamara,Hay Awal El Montazah
969,torrestamara,New Damietta
970,torrestamara,Sidi Abdel Rahman
971,torrestamara,Obour City
972,mmay,New Damietta
973,lopezlori,Qesm Borg El Arab
974,lopezlori,Obour City
975,lopezlori,Ras Sedr
976,lopezlori,Hay Wasat
977,lopezlori,Qesm Ad Dabaah
978,lopezlori,New Cairo City
979,lopezlori,Al Agouza
980,john47,Sidi Abdel Rahman
981,john47,New Capital City
982,john47,None
983,joel10,Marsa Matrouh
984,joel10,Sidi Abdel Rahman
985,joel10,Sheikh Zayed City
986,joel10,New Cairo City
987,joel10,Qesm Borg El Arab
988,jessicamooney,Hay El Haram
989,jessicamooney,Sheikh Zayed City
990,jessicamooney,Ras Sedr
991,jessicamooney,6 October City
992,jessicamooney,Qesm Marsa Matrouh
993,jessicamooney,Badr City
994,jessicamooney,Nasr City
995,john96,None
996,john96,New Cairo City
997,john96,Badr City
998,john96,Sidi Heneish
999,john96,Hay Than El Montazah
1000,john96,Alexandria Compounds
1001,john96,Qesm Ad Dabaah
1002,john96,Heliopolis - Masr El Gedida
1003,kimberly56,Hay Awal El Montazah
1004,kimberly56,Hadayek El Ahram
1005,kimberly56,New Cairo City
1006,ngonzales,Tanta
1007,wcarter,New Cairo City
1008,lzhang,Hadayek El Ahram
1009,lzhang,Hay Masr El Kadima
1010,stevenmurphy,Tanta
1011,stevenmurphy,Hay Masr El Kadima
1012,stevenmurphy,Sheikh Zayed City
1013,stevenmurphy,Al Agouza
1014,kara84,Nasr City
1015,kara84,Al Agouza
1016,kara84,Markaz Al Hamam
1017,kara84,None
1018,kara84,Qesm Marsa Matrouh
1019,kara84,Sidi Abdel Rahman
1020,kara84,Ras Al Hekma
1021,kara84,El Nozha
1022,cpierce,Obour City
1023,cpierce,Qesm Ad Dabaah
1024,cpierce,Ras Sedr
1025,cpierce,Nasr City
1026,cpierce,Sidi Abdel Rahman
1027,cpierce,Markaz Al Hamam
1028,vhammond,Al Ain Al Sokhna
1029,arichards,Qesm Marsa Matrouh
1030,arichards,Mostakbal City - Future City
1031,arichards,New Damietta
1032,arichards,None
1033,jackie66,Alexandria Compounds
1034,james67,Marsa Matrouh
1035,james67,Hay Than El Montazah
1036,james67,Hay Sharq
1037,norman32,Shorouk City
1038,norman32,Marsa Matrouh
1039,norman32,Hay Sharq
1040,norman32,Al Agouza
1041,norman32,Hurghada
1042,norman32,Al Ain Al Sokhna
1043,norman32,Al Alamein
1044,bvalenzuela,New Heliopolis
1045,bvalenzuela,Hay Than El Montazah
1046,bvalenzuela,Hurghada
1047,bvalenzuela,Qesm Ad Dabaah
1048,bvalenzuela,El Nozha
1049,bradley57,Mohandessin
1050,bradley57,Mostakbal City - Future City
1051,bradley57,Tanta
1052,bradley57,6 October City
1053,bradley57,Qesm Ad Dabaah
1054,bradley57,Hay Wasat
1055,bradley57,Hay El Maadi
1056,bradley57,Hay Awal El Montazah
1057,judyneal,Heliopolis - Masr El Gedida
1058,judyneal,6 October City
1059,judyneal,Al Agouza
1060,judyneal,Hay El Maadi
1061,nancymoore,Al Agouza
1062,bethlopez,Hay Masr El Kadima
1063,bethlopez,Ras Sedr
1064,bethlopez,None
1065,bethlopez,Badr City
1066,bethlopez,Al Agouza
1067,bethlopez,Hay Than El Montazah
1068,cobbkristin,Dokki
1069,cobbkristin,New Cairo City
1070,cobbkristin,Hay Wasat
1071,laurawalsh,New Capital City
1072,laurawalsh,Badr City
1073,laurawalsh,Hurghada
1074,laurawalsh,Nasr City
1075,laurawalsh,Hadayek El Ahram
1076,laurawalsh,Sidi Abdel Rahman
1077,laurawalsh,Ras Sedr
1078,gadams,Hay Sharq
1079,gadams,Ras Al Hekma
1080,gadams,Hay Wasat
1081,gadams,Qesm Marsa Matrouh
1082,gadams,Hadayek El Ahram
1083,jason74,Hay Awal El Montazah
1084,jason74,Shorouk City
1085,jason74,Hay El Maadi
1086,jason74,New Damietta
1087,jason74,Hay Sharq
1088,jason74,Hay El Haram
1089,michaelsmith,Ras Al Hekma
1090,michaelsmith,Al Agouza
1091,michaelsmith,Hadayek El Ahram
1092,michaelsmith,Hay Wasat
1093,michaelsmith,Hay El Haram
1094,michaelsmith,Markaz Al Hamam
1095,michaelsmith,Al Alamein
1096,michaelsmith,6 October City
1097,lanemarco,Sidi Heneish
1098,madelinelucero,Hurghada
1099,nicole07,El Nozha
1100,nicole07,Hay El Maadi
1101,nicole07,Al Ain Al Sokhna
1102,nicole07,Qesm Marsa Matrouh
1103,nicole07,Hay Wasat
1104,nicole07,Markaz Al Hamam
1105,nicole07,Al Mansoura
1106,nicole07,New Damietta
1107,linda41,Hay Wasat
1108,linda41,Al Ain Al Sokhna
1109,linda41,Mostakbal City - Future City
1110,linda41,Qesm Marsa Matrouh
1111,linda41,Sheikh Zayed City
1112,linda41,Nasr City
1113,linda41,Dokki
1114,jeffreybriggs,Hay Awal El Montazah
1115,jeffreybriggs,Sidi Abdel Rahman
1116,jeffreybriggs,Hay Than El Montazah
1117,jeffreybriggs,Alexandria Compounds
1118,jeffreybriggs,Hay El Maadi
1119,sylvia51,Garawla
1120,sylvia51,Ras Sedr
1121,fstewart,Shorouk City
1122,fstewart,Hay Masr El Kadima
1123,fstewart,Al Ain Al Sokhna
1124,fstewart,Hurghada
1125,fstewart,Nasr City
1126,fstewart,Ras Sedr
1127,fstewart,Hay Than El Montazah
1128,fstewart,Badr City
1129,hayesamy,Shorouk City
1130,hayesamy,Al Ain Al Sokhna
1131,hayesamy,Sidi Abdel Rahman
1132,hayesamy,Nasr City
1133,hayesamy,6 October City
1134,hayesamy,El Nozha
1135,hayesamy,Hay El Maadi
1136,hayesamy,Hay Masr El Kadima
1137,michael89,Hay Masr El Kadima
1138,michael89,6 October City
1139,michael89,Ras Al Hekma
1140,michael89,Marsa Matrouh
1141,michael89,Markaz Al Hamam
1142,michael89,Hay Awal El Montazah
1143,whughes,Qesm Ad Dabaah
1144,whughes,Sidi Heneish
1145,whughes,Hay Sharq
1146,whughes,6 October City
1147,youngkimberly,Sidi Heneish
1148,youngkimberly,Hurghada
1149,gloriamitchell,Hay El Haram
1150,gloriamitchell,Qesm Marsa Matrouh
1151,gloriamitchell,Sidi Heneish
1152,gloriamitchell,Obour City
1153,gloriamitchell,El Nozha
1154,gloriamitchell,6 October City
1155,brandonday,None
1156,brandonday,Hay Than El Montazah
1157,dsmith,Dokki
1158,dsmith,Sidi Abdel Rahman
1159,dsmith,Shorouk City
1160,dsmith,Sheikh Zayed City
1161,dsmith,Marsa Matrouh
1162,dsmith,Obour City
1163,oacosta,Heliopolis - Masr El Gedida
1164,oacosta,Sidi Heneish
1165,ronald02,Hay Sharq
1166,ronald02,New Cairo City
1167,ronald02,New Heliopolis
1168,ronald02,Badr City
1169,kristina00,New Capital City
1170,kristina00,Hay Sharq
1171,kristina00,Hay Wasat
1172,kristina00,Al Agouza
1173,kristina00,New Damietta
1174,kristina00,Heliopolis - Masr El Gedida
1175,kristina00,Badr City
1176,millerbonnie,Dokki
1177,millerbonnie,El Nozha
1178,millerbonnie,Markaz Al Hamam
1179,millerbonnie,Mostakbal City - Future City
1180,millerbonnie,None
1181,millerbonnie,Al Mansoura
1182,millerbonnie,Badr City
1183,rebecca50,Ras Al Hekma
1184,rebecca50,Al Alamein
1185,rebecca50,Hay Sharq
1186,rebecca50,Sheikh Zayed City
1187,rebecca50,Nasr City
1188,rebecca50,Qesm Marsa Matrouh
1189,rebecca50,Hay El Maadi
1190,thomaskristi,Hay Masr El Kadima
1191,thomaskristi,Dokki
1192,thomaskristi,Tanta
1193,thomaskristi,Mostakbal City - Future City
1194,kellybryant,Nasr City
1195,kellybryant,None
1196,usmith,Hay Sharq
1199,khernandez,Shorouk City
1200,khernandez,Qesm Marsa Matrouh
1201,khernandez,Sidi Abdel Rahman
1202,khernandez,Badr City
1203,khernandez,New Damietta
1204,lawrence73,Markaz Al Hamam
1205,nancy18,New Damietta
1206,nancy18,New Capital City
1207,nancy18,Hadayek El Ahram
1208,adamsjessica,Hay Wasat
1209,adamsjessica,None
1210,adamsjessica,Dokki
1211,adamsjessica,Ras Al Hekma
1212,adamsjessica,Mohandessin
1213,adamsjessica,New Capital City
1214,adamsjessica,Al Ain Al Sokhna
1215,adamsjessica,Badr City
1216,robertholt,Qesm Marsa Matrouh
1217,robertholt,Ras Al Hekma
1218,robertholt,Hay Sharq
1219,robertholt,Hay El Haram
1220,robertholt,Hay Than El Montazah
1221,robertholt,Alexandria Compounds
1222,adamsilva,Hay Wasat
1223,adamsilva,Hurghada
1224,adamsilva,Badr City
1225,adamsilva,Sidi Abdel Rahman
1226,ramseymiguel,Hurghada
1227,ramseymiguel,Al Mansoura
1228,ramseymiguel,Ras Al Hekma
1229,terriperkins,Hay Wasat
1230,terriperkins,Sidi Heneish
1231,terriperkins,Ras Sedr
1232,terriperkins,Mohandessin
1233,terriperkins,Ras Al Hekma
1234,katherine92,Hay Wasat
1235,katherine92,Qesm Ad Dabaah
1236,katherine92,Hadayek El Ahram
1237,katherine92,Hay El Haram
1238,katherine92,6 October City
1239,katherine92,Hay Sharq
1240,emily48,Hay Than El Montazah
1241,emily48,Al Agouza
1242,emily48,Mostakbal City - Future City
1243,emily48,New Heliopolis
1244,emily48,Sidi Abdel Rahman
1245,asilva,Dokki
1246,asilva,Garawla
1247,asilva,Hadayek El Ahram
1248,asilva,Alexandria Compounds
1249,asilva,Ras Sedr
1250,smithangela,Hay Awal El Montazah
1251,smithangela,El Nozha
1252,shermanedward,Hay Masr El Kadima
1253,shermanedward,Al Alamein
1254,shermanedward,Mohandessin
1255,shermanedward,New Damietta
1256,shermanedward,Alexandria Compounds
1257,melissa44,6 October City
1258,melissa44,Hay Masr El Kadima
1259,melissa44,Heliopolis - Masr El Gedida
1260,melissa44,Al Ain Al Sokhna
1261,melissa44,Obour City
1262,matthew09,Qesm Ad Dabaah
1263,matthew09,Nasr City
1264,matthew09,Hadayek El Ahram
1265,matthew09,Al Ain Al Sokhna
1266,matthew09,Hurghada
1267,matthew09,Marsa Matrouh
1268,matthew09,Hay Awal El Montazah
1269,theresabates,Hay Awal El Montazah
1270,scottsims,Hurghada
1271,scottsims,New Capital City
1272,scottsims,Hay Sharq
1273,scottsims,Al Alamein
1274,scottsims,Markaz Al Hamam
1275,scottsims,Hay Masr El Kadima
1276,scottsims,Shorouk City
1277,cranecarrie,Heliopolis - Masr El Gedida
1278,cranecarrie,New Damietta
1279,cranecarrie,Marsa Matrouh
1280,stephenwright,Shorouk City
1281,stephenwright,Dokki
1282,stephenwright,Al Mansoura
1283,stephenwright,Hay Wasat
1284,christopherbennett,Hay El Haram
1285,christopherbennett,Ras Sedr
1286,christopherbennett,None
1287,amy89,El Nozha
1288,amy89,Hay Wasat
1289,amy89,Qesm Borg El Arab
1290,amy89,Garawla
1291,amy89,Al Ain Al Sokhna
1292,amy89,Hay Awal El Montazah
1293,amy89,Badr City
1294,asparks,Obour City
1295,asparks,New Capital City
1296,asparks,Hay Than El Montazah
1297,asparks,Hay Awal El Montazah
1298,asparks,Ras Sedr
1299,robinmcgee,Al Alamein
1300,robinmcgee,Al Mansoura
1301,robinmcgee,Qesm Marsa Matrouh
1302,dcole,Hay El Haram
1303,hunterkatherine,Garawla
1304,hunterkatherine,Hay Awal El Montazah
1305,hunterkatherine,Hadayek El Ahram
1306,hunterkatherine,Alexandria Compounds
1307,hunterkatherine,Hurghada
1308,simonmargaret,None
1309,simonmargaret,Dokki
1310,simonmargaret,New Cairo City
1311,simonmargaret,Hay El Haram
1312,simonmargaret,Mostakbal City - Future City
1313,simonmargaret,Hay Masr El Kadima
1314,simonmargaret,Mohandessin
1315,simonmargaret,Alexandria Compounds
1316,marcus90,Ras Al Hekma
1317,marcus90,Shorouk City
1318,marcus90,Garawla
1319,marcus90,Mohandessin
1320,marcus90,Nasr City
1321,marcus90,Sidi Heneish
1322,rsimpson,Ras Sedr
1323,rsimpson,Al Ain Al Sokhna
1324,rsimpson,Dokki
1325,rsimpson,New Damietta
1326,rsimpson,Mohandessin
1327,rsimpson,Tanta
1328,martin72,Heliopolis - Masr El Gedida
1329,martin72,Al Agouza
1330,martin72,Mohandessin
1331,martin72,Sidi Heneish
1332,martin72,Al Alamein
1333,stephanie32,Tanta
1334,stephanie32,Al Ain Al Sokhna
1335,charles02,Sidi Heneish
1336,charles02,Heliopolis - Masr El Gedida
1337,charles02,Tanta
1338,charles02,Al Agouza
1339,charles02,Al Ain Al Sokhna
1340,charles02,Al Alamein
1341,charles02,Nasr City
1342,charles02,Hurghada
1343,bishopsally,Hay El Haram
1344,bishopsally,Sheikh Zayed City
1345,bishopsally,Hadayek El Ahram
1346,bishopsally,Ras Sedr
1347,bishopsally,Hay Masr El Kadima
1348,cordovadavid,New Capital City
1349,cordovadavid,Ras Sedr
1350,cordovadavid,Al Alamein
1351,cordovadavid,Nasr City
1352,cordovadavid,Markaz Al Hamam
1353,cordovadavid,Ras Al Hekma
1354,cordovadavid,Tanta
1355,millerdavid,Mostakbal City - Future City
1356,millerdavid,Sheikh Zayed City
1357,robertadams,Hay Sharq
1358,robertadams,Tanta
1359,robertadams,6 October City
1360,robertadams,New Capital City
1361,robertadams,Hay Masr El Kadima
1362,hmartinez,Markaz Al Hamam
1363,howardangela,Mohandessin
1364,howardangela,Garawla
1365,dsullivan,Hay Awal El Montazah
1366,dsullivan,Heliopolis - Masr El Gedida
1367,dsullivan,Hay Masr El Kadima
1368,dsullivan,Hay Wasat
1369,dsullivan,New Capital City
1370,dsullivan,Hay Sharq
1371,dsullivan,Al Agouza
1372,dsullivan,Sidi Abdel Rahman
1373,ashley46,Hay El Maadi
1374,ashley46,Garawla
1375,rileynatalie,Hay Awal El Montazah
1376,tuckercaleb,Garawla
1377,tuckercaleb,New Cairo City
1378,tuckercaleb,Hay Sharq
1379,johnnymoore,Hay Wasat
1380,chungkenneth,Al Mansoura
1381,chungkenneth,Qesm Borg El Arab
1382,chungkenneth,Tanta
1383,chungkenneth,New Heliopolis
1384,chungkenneth,Hay El Haram
1385,chungkenneth,El Nozha
1386,chungkenneth,Dokki
1387,chungkenneth,Hadayek El Ahram
1388,karen13,Sheikh Zayed City
1389,campbellgabriel,Ras Al Hekma
1390,campbellgabriel,Qesm Marsa Matrouh
1391,campbellgabriel,Al Agouza
1392,campbellgabriel,Hay Awal El Montazah
1393,campbellgabriel,Mostakbal City - Future City
1394,campbellgabriel,None
1395,campbellgabriel,Al Alamein
1396,campbellgabriel,New Cairo City
1397,robertwilliams,Marsa Matrouh
1398,robertwilliams,Al Ain Al Sokhna
1399,kellycook,Sheikh Zayed City
1400,kellycook,Al Mansoura
1401,kellycook,New Heliopolis
1402,kellycook,Qesm Ad Dabaah
1403,joneschad,Mohandessin
1404,joneschad,Marsa Matrouh
1405,jaredchung,Nasr City
1406,jaredchung,Hay El Maadi
1407,jaredchung,Al Alamein
1408,jaredchung,Badr City
1409,joel94,Al Ain Al Sokhna
1410,joel94,Markaz Al Hamam
1411,joel94,Hay El Maadi
1412,joel94,Mostakbal City - Future City
1413,joel94,Qesm Borg El Arab
1414,joel94,Hurghada
1415,joel94,Nasr City
1416,joel94,6 October City
1417,perryjerry,Heliopolis - Masr El Gedida
1418,perryjerry,New Damietta
1419,perryjerry,Ras Al Hekma
1420,perryjerry,Al Mansoura
1421,perryjerry,Hay Than El Montazah
1422,perryjerry,Al Ain Al Sokhna
1423,perryjerry,Al Agouza
1424,maryrosales,Hay El Maadi
1425,maryrosales,Mostakbal City - Future City
1426,maryrosales,Hadayek El Ahram
1427,maryrosales,Hurghada
1428,arthurneal,Al Agouza
1429,arthurneal,None
1430,arthurneal,Mohandessin
1431,arthurneal,Qesm Ad Dabaah
1432,arthurneal,Al Mansoura
1433,arthurneal,Garawla
1434,arthurneal,Hay Wasat
1435,barbarajohnson,Nasr City
1436,barbarajohnson,Hay Than El Montazah
1437,morrisonjames,Qesm Borg El Arab
1438,morrisonjames,Shorouk City
1439,morrisonjames,New Cairo City
1440,morrisonjames,Hay Masr El Kadima
1441,morrisonjames,Al Alamein
1442,morrisonjames,Marsa Matrouh
1443,morrisonjames,Ras Sedr
1444,fjohnson,Al Alamein
1445,fjohnson,Qesm Marsa Matrouh
1446,fjohnson,Mostakbal City - Future City
1447,fjohnson,Sheikh Zayed City
1448,fjohnson,Ras Sedr
1449,fjohnson,Dokki
1450,fjohnson,Qesm Ad Dabaah
1451,fjohnson,Nasr City
1452,linda08,Al Ain Al Sokhna
1453,linda08,Hurghada
1454,linda08,Qesm Ad Dabaah
1455,linda08,Hay El Maadi
1456,linda08,Markaz Al Hamam
1457,jeremiah85,Al Mansoura
1458,jeremiah85,Badr City
1459,jeremiah85,Heliopolis - Masr El Gedida
1460,jeremiah85,Mohandessin
1461,jeremiah85,Hadayek El Ahram
1462,jeremiah85,Shorouk City
1463,jillmurray,Hay Wasat
1464,jillmurray,Ras Al Hekma
1465,jillmurray,Sidi Abdel Rahman
1466,jillmurray,Shorouk City
1467,barberkevin,Shorouk City
1468,barberkevin,El Nozha
1469,barberkevin,Qesm Ad Dabaah
1470,karina84,Hay El Maadi
1471,karina84,Sidi Heneish
1472,donna74,Alexandria Compounds
1473,cwright,Al Ain Al Sokhna
1474,cwright,Obour City
1475,aguilarkatherine,Sheikh Zayed City
1476,aguilarkatherine,Hurghada
1477,benjamin19,Ras Sedr
1478,benjamin19,Obour City
1479,benjamin19,New Capital City
1480,benjamin19,Hay El Maadi
1481,benjamin19,Al Ain Al Sokhna
1482,delgadomonica,None
1483,delgadomonica,Hay El Maadi
1484,delgadomonica,Nasr City
1485,delgadomonica,Ras Al Hekma
1486,zachary73,Hay Masr El Kadima
1487,zachary73,New Capital City
1488,zachary73,Hay El Maadi
1489,zachary73,Hay Awal El Montazah
1490,zachary73,New Cairo City
1491,zachary73,Sheikh Zayed City
1492,zachary73,6 October City
1493,zachary73,Hadayek El Ahram
1494,duartematthew,Hay Than El Montazah
1495,duartematthew,Ras Al Hekma
1496,duartematthew,Hay Sharq
1497,duartematthew,Garawla
1498,duartematthew,Marsa Matrouh
1499,duartematthew,Qesm Ad Dabaah
1500,duartematthew,Qesm Borg El Arab
1501,duartematthew,Hay Wasat
1502,ssummers,Tanta
1503,ssummers,Hay El Haram
1504,ssummers,Ras Al Hekma
1505,ssummers,New Heliopolis
1506,ssummers,Ras Sedr
1507,joshua62,Alexandria Compounds
1508,joshua62,Al Ain Al Sokhna
1509,joshua62,Hay Masr El Kadima
1510,joshua62,6 October City
1511,jonathan64,Shorouk City
1512,jonathan64,Hay Awal El Montazah
1513,jonathan64,New Damietta
1514,jonathan64,Sidi Abdel Rahman
1515,jonathan64,Hay Wasat
1516,jonathan64,Tanta
1517,jonathan64,Hay El Maadi
1518,jonathan64,Mostakbal City - Future City
1519,qmedina,Sidi Abdel Rahman
1520,qmedina,Badr City
1521,qmedina,Shorouk City
1522,cwarren,Al Alamein
1523,cwarren,New Cairo City
1524,ewashington,Mostakbal City - Future City
1525,ewashington,Tanta
1526,ewashington,Hay Masr El Kadima
1527,ewashington,Badr City
1528,icastaneda,Al Alamein
1529,icastaneda,Qesm Borg El Arab
1530,icastaneda,Markaz Al Hamam
1531,icastaneda,Marsa Matrouh
1532,icastaneda,Al Agouza
1533,icastaneda,Mostakbal City - Future City
1534,icastaneda,New Damietta
1535,icastaneda,Hay El Maadi
1536,claytonjennifer,Hay Masr El Kadima
1537,claytonjennifer,New Damietta
1538,claytonjennifer,Al Agouza
1539,claytonjennifer,Dokki
1540,claytonjennifer,Sidi Heneish
